SecuCode,Cur_TradingDay,updatetime,Ltg,preLtg,pre_cp,net0
sh600703,20230811,20230810,49.89018727,49.89018727,16.71,807.54588183
sh600706,20230811,20230810,2.55059785,2.55059785,17.1,807.54588183
sh600720,20230811,20230810,7.76290282,7.76290282,11.48,807.54588183
sh600739,20230811,20230810,15.29709816,15.29709816,14.56,807.54588183
sh600745,20230811,20230810,12.42808624,12.42808624,47.33,807.54588183
sh600749,20230811,20230810,2.26965517,2.26965517,13.14,807.54588183
sh600753,20230811,20230810,2.30307175,2.30307175,10.28,807.54588183
sh600756,20230811,20230810,3.24098753,3.24098753,15.3,807.54588183
sh600763,20230811,20230810,3.2064,3.2064,111.81,807.54588183
sh600766,20230811,20230810,2.24226822,2.24226822,12.2,807.54588183
sh600773,20230811,20230810,8.19660744,8.19660744,13.7,807.54588183
sh600776,20230811,20230810,9.56000064,9.56000064,11.88,807.54588183
sh600779,20230811,20230810,4.88361398,4.88361398,70.46,807.54588183
sh600785,20230811,20230810,2.2563128,2.2563128,14.91,807.54588183
sh600803,20230811,20230810,30.98397607,30.98397607,19.25,807.54588183
sh600818,20230811,20230810,2.3795791,2.3795791,16.31,807.54588183
sh600833,20230811,20230810,2.23086347,2.23086347,12.11,807.54588183
sh600835,20230811,20230810,8.065043,8.065043,15.74,807.54588183
sh600837,20230811,20230810,96.5463118,96.5463118,10.89,807.54588183
sh600850,20230811,20230810,6.85074346,6.85074346,22.92,807.54588183
sh600855,20230811,20230810,4.77977475,4.77977475,12.14,807.54588183
sh600859,20230811,20230810,11.35049451,11.35049451,23.04,807.54588183
sh600860,20230811,20230810,4.42265988,4.42265988,14.55,807.54588183
sh600876,20230811,20230810,3.95674963,3.95674963,16.17,807.54588183
sh600882,20230811,20230810,5.13791647,5.13791647,22.27,807.54588183
sh600884,20230811,20230810,22.63973358,22.63973358,15.12,807.54588183
sh600886,20230811,20230810,74.54179797,74.54179797,13.08,807.54588183
sh600893,20230811,20230810,26.65594238,26.65594238,39.91,807.54588183
sh600895,20230811,20230810,15.4868955,15.4868955,15.88,807.54588183
sh600900,20230811,20230810,244.68217716,244.68217716,22.09,807.54588183
sh600916,20230811,20230810,16.8,16.8,11.93,807.54588183
sh600927,20230811,20230810,14.55555556,14.55555556,18.59,807.54588183
sh600958,20230811,20230810,74.69482864,74.69482864,11.21,807.54588183
sh600962,20230811,20230810,2.6221,2.6221,11.62,807.54588183
sh600977,20230811,20230810,18.67,18.67,15.78,807.54588183
sh600980,20230811,20230810,1.89263526,1.89263526,15.3,807.54588183
sh600985,20230811,20230810,24.810384,24.810384,12.19,807.54588183
sh600992,20230811,20230810,2.4509,2.4509,18.69,807.54588183
sh600999,20230811,20230810,74.22005272,74.22005272,15.51,807.54588183
sh601012,20230811,20230810,75.81402179,75.81402179,30.21,807.54588183
sh601022,20230811,20230810,13.08633334,13.08633334,10.75,807.54588183
sh601028,20230811,20230810,7.8302576,7.8302576,10.9,807.54588183
sh601038,20230811,20230810,7.31705275,7.31705275,11.51,807.54588183
sh601059,20230811,20230810,32.43,32.43,19.79,807.54588183
sh601065,20230811,20230810,6.42776079,6.42776079,12.3,807.54588183
sh601066,20230811,20230810,64.95671035,64.95671035,27.92,807.54588183
sh601069,20230811,20230810,9.22853531,9.22853531,14.75,807.54588183
sh601116,20230811,20230810,5.476784,5.476784,12.62,807.54588183
sh601127,20230811,20230810,15.07370567,15.07370567,39.68,807.54588183
sh601133,20230811,20230810,5.225,5.225,14.89,807.54588183
sh601136,20230811,20230810,27.333338,27.333338,24.97,807.54588183
sh601155,20230811,20230810,22.55622856,22.55622856,15.57,807.54588183
sh601156,20230811,20230810,15.87555556,15.87555556,13.37,807.54588183
sh601166,20230811,20230810,207.74280606,207.74280606,16.44,807.54588183
sh601168,20230811,20230810,23.83,23.83,12.45,807.54588183
sh601186,20230811,20230810,115.032455,115.032455,10.4,807.54588183
sh601211,20230811,20230810,75.12783636,75.12783636,15.9,807.54588183
sh601318,20230811,20230810,107.62657695,107.62657695,51.36,807.54588183
sh601360,20230811,20230810,71.45363197,71.45363197,11.69,807.54588183
sh601456,20230811,20230810,23.89133168,23.89133168,11.63,807.54588183
sh601566,20230811,20230810,5.7463715,5.7463715,10.45,807.54588183
sh601595,20230811,20230810,4.482,4.482,24.71,807.54588183
sh601601,20230811,20230810,68.45041455,68.45041455,29.72,807.54588183
sh601606,20230811,20230810,7.242284,7.242284,13.46,807.54588183
sh601615,20230811,20230810,22.71983706,22.71983706,17.79,807.54588183
sh601688,20230811,20230810,73.56543347,73.56543347,17.98,807.54588183
sh601696,20230811,20230810,27.78,27.78,12.35,807.54588183
sh601699,20230811,20230810,29.914092,29.914092,16.29,807.54588183
sh601788,20230811,20230810,39.06698839,39.06698839,19.5,807.54588183
sh601811,20230811,20230810,7.919039,7.919039,13.87,807.54588183
sh601838,20230811,20230810,38.13911068,38.13911068,13.97,807.54588183
sh601858,20230811,20230810,7.905,7.905,27.88,807.54588183
sh601869,20230811,20230810,4.06338314,4.06338314,33.06,807.54588183
sh601878,20230811,20230810,38.78190132,38.78190132,11.59,807.54588183
sh601881,20230811,20230810,66.97377379,66.97377379,13.36,807.54588183
sh601882,20230811,20230810,5.22,5.22,30.61,807.54588183
sh601888,20230811,20230810,19.52475544,19.52475544,122.62,807.54588183
sh601900,20230811,20230810,8.95876566,8.95876566,18.37,807.54588183
sh601928,20230811,20230810,25.449,25.449,10.38,807.54588183
sh601949,20230811,20230810,19.03968054,19.03968054,10.3,807.54588183
sh601952,20230811,20230810,13.78,13.78,12.72,807.54588183
sh601958,20230811,20230810,32.266044,32.266044,12.01,807.54588183
sh601966,20230811,20230810,14.73522713,14.73522713,23.98,807.54588183
sh601995,20230811,20230810,29.2354244,29.2354244,43.77,807.54588183
sh603000,20230811,20230810,11.05691056,11.05691056,29.9,807.54588183
sh603005,20230811,20230810,6.53212346,6.53212346,21.15,807.54588183
sh603006,20230811,20230810,2.5425425,2.5425425,11.08,807.54588183
sh603013,20230811,20230810,5.12634266,5.12634266,14.55,807.54588183
sh603017,20230811,20230810,2.75905778,2.75905778,11.09,807.54588183
sh603019,20230811,20230810,14.63578974,14.63578974,42.2,807.54588183
sh603026,20230811,20230810,2.0268,2.0268,60.7,807.54588183
sh603029,20230811,20230810,1.21342,1.21342,21.01,807.54588183
sh603032,20230811,20230810,2.354562,2.354562,27.8,807.54588183
sh603039,20230811,20230810,2.60603073,2.60603073,72.1,807.54588183
sh603042,20230811,20230810,1.6058984,1.6058984,15.89,807.54588183
sh603048,20230811,20230810,1.4688,1.4688,16.53,807.54588183
sh603050,20230811,20230810,2.2709414,2.2709414,15.32,807.54588183
sh603052,20230811,20230810,0.9632,0.9632,29.41,807.54588183
sh603061,20230811,20230810,0.6,0.6,96.44,807.54588183
sh603065,20230811,20230810,4.18967572,4.18967572,14.36,807.54588183
sh603066,20230811,20230810,3.007029,3.007029,10.66,807.54588183
sh603068,20230811,20230810,1.50424966,1.50424966,28.02,807.54588183
sh603070,20230811,20230810,4.01,4.01,17.54,807.54588183
sh603073,20230811,20230810,1.16,1.16,19.32,807.54588183
sh603078,20230811,20230810,3.85637248,3.85637248,15.87,807.54588183
sh603083,20230811,20230810,2.68104941,2.68104941,48.39,807.54588183
sh603090,20230811,20230810,1,1,21.7,807.54588183
sh603096,20230811,20230810,1.62503585,1.62503585,19.43,807.54588183
sh603097,20230811,20230810,1.6,1.6,21.48,807.54588183
sh603099,20230811,20230810,2.6667,2.6667,13.21,807.54588183
sh603109,20230811,20230810,2.089332,2.089332,16.49,807.54588183
sh603110,20230811,20230810,2.01226732,2.01226732,28.59,807.54588183
sh603118,20230811,20230810,7.91171661,7.91171661,11.09,807.54588183
sh603125,20230811,20230810,1.9255,1.9255,31.18,807.54588183
sh603127,20230811,20230810,6.30893493,6.30893493,28.28,807.54588183
sh603130,20230811,20230810,1.4,1.4,23.45,807.54588183
sh603131,20230811,20230810,3.17985045,3.17985045,12.9,807.54588183
sh603132,20230811,20230810,9.78,9.78,13.17,807.54588183
sh603135,20230811,20230810,4.5,4.5,19.25,807.54588183
sh603136,20230811,20230810,1.86294283,1.86294283,24.14,807.54588183
sh603137,20230811,20230810,1.30666667,1.30666667,20.24,807.54588183
sh603153,20230811,20230810,4.09861106,4.09861106,17.9,807.54588183
sh603160,20230811,20230810,4.57993141,4.57993141,55.4,807.54588183
sh603161,20230811,20230810,1.334,1.334,15.22,807.54588183
sh603163,20230811,20230810,1,1,37.83,807.54588183
sh603170,20230811,20230810,4.0001,4.0001,20.06,807.54588183
sh603172,20230811,20230810,1.3338,1.3338,17.64,807.54588183
sh603173,20230811,20230810,1.6,1.6,28.52,807.54588183
sh603178,20230811,20230810,2.36411881,2.36411881,11.15,807.54588183
sh603179,20230811,20230810,4.87301971,4.87301971,52.7,807.54588183
sh603185,20230811,20230810,5.77814545,5.77814545,49.89,807.54588183
sh603187,20230811,20230810,3.86446461,3.86446461,18.28,807.54588183
sh603189,20230811,20230810,2.69548349,2.69548349,14.29,807.54588183
sh603190,20230811,20230810,1.2,1.2,28.42,807.54588183
sh603191,20230811,20230810,3.33167407,3.33167407,18.74,807.54588183
sh603196,20230811,20230810,2.38680652,2.38680652,19.57,807.54588183
sh603199,20230811,20230810,1.1068,1.1068,31.98,807.54588183
sh603206,20230811,20230810,3.05199988,3.05199988,17.26,807.54588183
sh603208,20230811,20230810,1.77172674,1.77172674,39.37,807.54588183
sh603211,20230811,20230810,2.71808,2.71808,14.64,807.54588183
sh603212,20230811,20230810,4.40048736,4.40048736,18.56,807.54588183
sh603218,20230811,20230810,10.3102,10.3102,17.24,807.54588183
sh603220,20230811,20230810,3.36368576,3.36368576,16.56,807.54588183
sh603229,20230811,20230810,5.93069389,5.93069389,14.15,807.54588183
sh603230,20230811,20230810,3.53523,3.53523,12.49,807.54588183
sh603232,20230811,20230810,2.33308566,2.33308566,14.29,807.54588183
sh603236,20230811,20230810,2.64574906,2.64574906,52.96,807.54588183
sh603237,20230811,20230810,1.438402,1.438402,29.46,807.54588183
sh603258,20230811,20230810,2.447681,2.447681,32.9,807.54588183
sh603259,20230811,20230810,25.65904495,25.65904495,78.9,807.54588183
sh603260,20230811,20230810,11.82206941,11.82206941,69.1,807.54588183
sh603267,20230811,20230810,2.321168,2.321168,61.49,807.54588183
sh603278,20230811,20230810,2.89813114,2.89813114,12.3,807.54588183
sh603280,20230811,20230810,1.08406667,1.08406667,23.8,807.54588183
sh603281,20230811,20230810,3.73333334,3.73333334,30.8,807.54588183
sh603286,20230811,20230810,0.88076,0.88076,17.57,807.54588183
sh603288,20230811,20230810,55.60600544,55.60600544,46.1,807.54588183
sh603290,20230811,20230810,1.7080118,1.7080118,209.98,807.54588183
sh603291,20230811,20230810,4.23220604,4.23220604,17.66,807.54588183
sh603306,20230811,20230810,3.25281052,3.25281052,28.07,807.54588183
sh603307,20230811,20230810,0.67,0.67,48.29,807.54588183
sh603309,20230811,20230810,2.93322218,2.93322218,12.78,807.54588183
sh603317,20230811,20230810,10.65574914,10.65574914,15.22,807.54588183
sh603319,20230811,20230810,2.08066462,2.08066462,16.65,807.54588183
sh603322,20230811,20230810,1.57719,1.57719,23.9,807.54588183
sh603327,20230811,20230810,6.7769,6.7769,12.61,807.54588183
sh603348,20230811,20230810,2.63550675,2.63550675,47.35,807.54588183
sh603355,20230811,20230810,5.73888879,5.73888879,27.85,807.54588183
sh603356,20230811,20230810,1.3334,1.3334,13.32,807.54588183
sh603357,20230811,20230810,5.60975445,5.60975445,10.02,807.54588183
sh603360,20230811,20230810,3.60460991,3.60460991,10.9,807.54588183
sh603383,20230811,20230810,1.71217266,1.71217266,70.6,807.54588183
sh603386,20230811,20230810,3.2632256,3.2632256,10.68,807.54588183
sh603387,20230811,20230810,5.07153517,5.07153517,12.16,807.54588183
sh603388,20230811,20230810,3.25733572,3.25733572,10.46,807.54588183
sh603393,20230811,20230810,4.23921327,4.23921327,27.05,807.54588183
sh603396,20230811,20230810,1.16149042,1.16149042,59.12,807.54588183
sh603398,20230811,20230810,3.42634507,3.42634507,22.19,807.54588183
sh603399,20230811,20230810,5.18650649,5.18650649,11.43,807.54588183
sh603421,20230811,20230810,6.52190511,6.52190511,10.4,807.54588183
sh603429,20230811,20230810,5.24485465,5.24485465,10.72,807.54588183
sh603439,20230811,20230810,4.09862216,4.09862216,15.97,807.54588183
sh603456,20230811,20230810,8.99492328,8.99492328,28.85,807.54588183
sh603466,20230811,20230810,5.94774319,5.94774319,13.35,807.54588183
sh603486,20230811,20230810,5.76864534,5.76864534,76.02,807.54588183
sh603496,20230811,20230810,3.20209243,3.20209243,18.39,807.54588183
sh603501,20230811,20230810,11.82541071,11.82541071,103.38,807.54588183
sh603507,20230811,20230810,1.42030934,1.42030934,28.66,807.54588183
sh603508,20230811,20230810,3.81274377,3.81274377,16.21,807.54588183
sh603515,20230811,20230810,7.46426035,7.46426035,19.66,807.54588183
sh603517,20230811,20230810,6.31238701,6.31238701,37.15,807.54588183
sh603520,20230811,20230810,3.42514501,3.42514501,15.06,807.54588183
sh603529,20230811,20230810,8.61924006,8.61924006,34.47,807.54588183
sh603530,20230811,20230810,4.32263327,4.32263327,15.35,807.54588183
sh603533,20230811,20230810,4.38896835,4.38896835,23.2,807.54588183
sh603538,20230811,20230810,2.13404715,2.13404715,17.67,807.54588183
sh603567,20230811,20230810,9.41963592,9.41963592,13.76,807.54588183
sh603569,20230811,20230810,5.60349223,5.60349223,12.88,807.54588183
sh603578,20230811,20230810,1.80357032,1.80357032,15.19,807.54588183
sh603583,20230811,20230810,3.84633055,3.84633055,19.73,807.54588183
sh603595,20230811,20230810,2.32442326,2.32442326,36,807.54588183
sh603598,20230811,20230810,2.678629,2.678629,10.1,807.54588183
sh603605,20230811,20230810,3.96928545,3.96928545,110.14,807.54588183
sh603606,20230811,20230810,6.87715368,6.87715368,42.36,807.54588183
sh603613,20230811,20230810,7.22333313,7.22333313,40.97,807.54588183
sh603628,20230811,20230810,2.738,2.738,14.69,807.54588183
sh603629,20230811,20230810,2.548,2.548,22.39,807.54588183
sh603630,20230811,20230810,2.2520458,2.2520458,15.62,807.54588183
sh603650,20230811,20230810,5.95062991,5.95062991,30.39,807.54588183
sh603656,20230811,20230810,1.83375358,1.83375358,12.34,807.54588183
sh603662,20230811,20230810,2.83235792,2.83235792,27.65,807.54588183
sh603666,20230811,20230810,2.06490816,2.06490816,35.88,807.54588183
sh603686,20230811,20230810,4.15655737,4.15655737,10.16,807.54588183
sh603688,20230811,20230810,3.61277126,3.61277126,91.73,807.54588183
sh603693,20230811,20230810,8.9147588,8.9147588,12.68,807.54588183
sh603707,20230811,20230810,16.16648684,16.16648684,13.57,807.54588183
sh603716,20230811,20230810,2.02100979,2.02100979,13.21,807.54588183
sh603721,20230811,20230810,1.3,1.3,17.4,807.54588183
sh603727,20230811,20230810,2.81719277,2.81719277,13.48,807.54588183
sh603737,20230811,20230810,5.27012481,5.27012481,79.47,807.54588183
sh603767,20230811,20230810,3.07445,3.07445,12.09,807.54588183
sh603773,20230811,20230810,1.71182564,1.71182564,29.6,807.54588183
sh603777,20230811,20230810,3.36559908,3.36559908,14.56,807.54588183
sh603788,20230811,20230810,2.23065068,2.23065068,12.29,807.54588183
sh603798,20230811,20230810,2.59180689,2.59180689,10.37,807.54588183
sh603799,20230811,20230810,16.99465419,16.99465419,51.46,807.54588183
sh603825,20230811,20230810,2.53336552,2.53336552,12.91,807.54588183
sh603829,20230811,20230810,1.6,1.6,14.72,807.54588183
sh603848,20230811,20230810,4.01,4.01,15.23,807.54588183
sh603860,20230811,20230810,0.6668,0.6668,28.04,807.54588183
sh603869,20230811,20230810,5.04500508,5.04500508,10.58,807.54588183
sh603877,20230811,20230810,4.73929106,4.73929106,19.58,807.54588183
sh603881,20230811,20230810,4.60498076,4.60498076,22.94,807.54588183
sh603888,20230811,20230810,5.1902936,5.1902936,28.5,807.54588183
sh603893,20230811,20230810,4.179114,4.179114,73.62,807.54588183
sh603897,20230811,20230810,2.06435681,2.06435681,18.88,807.54588183
sh603906,20230811,20230810,5.65078903,5.65078903,15.46,807.54588183
sh603908,20230811,20230810,0.6669,0.6669,42.88,807.54588183
sh603916,20230811,20230810,4.20310413,4.20310413,13.66,807.54588183
sh603917,20230811,20230810,1.568,1.568,21.62,807.54588183
sh603918,20230811,20230810,3.67759038,3.67759038,24.88,807.54588183
sh603929,20230811,20230810,2.1336,2.1336,15.95,807.54588183
sh603931,20230811,20230810,1.9955838,1.9955838,27.92,807.54588183
sh603933,20230811,20230810,2.105082,2.105082,16.95,807.54588183
sh603936,20230811,20230810,6.38023104,6.38023104,11.75,807.54588183
sh603960,20230811,20230810,2.631835,2.631835,16.41,807.54588183
sh603982,20230811,20230810,2.62920109,2.62920109,14.86,807.54588183
sh603983,20230811,20230810,4.01,4.01,28.82,807.54588183
sh603988,20230811,20230810,2.352,2.352,10.21,807.54588183
sh603990,20230811,20230810,3.06282731,3.06282731,15.73,807.54588183
sh605009,20230811,20230810,1.55226949,1.55226949,43.63,807.54588183
sh605011,20230811,20230810,4.001,4.001,30.58,807.54588183
sh605028,20230811,20230810,1.6,1.6,19.36,807.54588183
sh605058,20230811,20230810,1.4292395,1.4292395,21,807.54588183
sh605077,20230811,20230810,2.284576,2.284576,25.51,807.54588183
sh605089,20230811,20230810,1.38,1.38,43.07,807.54588183
sh605090,20230811,20230810,6.25414024,6.25414024,23.75,807.54588183
sh605108,20230811,20230810,2.6,2.6,33.4,807.54588183
sh605111,20230811,20230810,2.98204073,2.98204073,39.8,807.54588183
sh605117,20230811,20230810,4.3008084,4.3008084,112.42,807.54588183
sh605118,20230811,20230810,4.073209,4.073209,14.56,807.54588183
sh605136,20230811,20230810,4.004585,4.004585,11.55,807.54588183
sh605178,20230811,20230810,0.992516,0.992516,21.57,807.54588183
sh605188,20230811,20230810,4.9558,4.9558,10.28,807.54588183
sh605199,20230811,20230810,4.00108752,4.00108752,15.22,807.54588183
sh605228,20230811,20230810,4.2488,4.2488,10.01,807.54588183
sh605258,20230811,20230810,0.88,0.88,24.85,807.54588183
sh605277,20230811,20230810,2.64498935,2.64498935,13.8,807.54588183
sh605305,20230811,20230810,1.518,1.518,30.21,807.54588183
sh605333,20230811,20230810,4.36776081,4.36776081,14.21,807.54588183
sh605358,20230811,20230810,6.76852411,6.76852411,37.61,807.54588183
sh605369,20230811,20230810,1.1262712,1.1262712,55,807.54588183
sh605389,20230811,20230810,1.3626676,1.3626676,26.07,807.54588183
sh605398,20230811,20230810,1.16616489,1.16616489,26.37,807.54588183
sh605399,20230811,20230810,3.123289,3.123289,16.14,807.54588183
sh605580,20230811,20230810,2.8,2.8,11.93,807.54588183
sh605588,20230811,20230810,0.73099561,0.73099561,39.58,807.54588183
sh605598,20230811,20230810,1.75543467,1.75543467,45.45,807.54588183
sh688287,20230811,20230810,2.3751,2.3751,10.8,807.54588183
sz000001,20230811,20230810,194.05918198,194.05918198,12.16,807.54588183
sz000002,20230811,20230810,97.24196533,97.24196533,14.75,807.54588183
sz000004,20230811,20230810,1.32380282,1.32380282,18.69,807.54588183
sz000009,20230811,20230810,25.79213965,25.79213965,11.19,807.54588183
sz000011,20230811,20230810,5.28373849,5.28373849,10.31,807.54588183
sz000021,20230811,20230810,15.60587588,15.60587588,18.06,807.54588183
sz000034,20230811,20230810,6.6923458,6.6923458,28.07,807.54588183
sz000037,20230811,20230810,3.3890815,3.3890815,10.34,807.54588183
sz000049,20230811,20230810,2.99386862,2.99386862,34.42,807.54588183
sz000062,20230811,20230810,10.45909322,10.45909322,11.78,807.54588183
sz000065,20230811,20230810,10.01763516,10.01763516,16.93,807.54588183
sz000151,20230811,20230810,3.37370728,3.37370728,12.47,807.54588183
sz000338,20230811,20230810,67.83516821,67.83516821,12.79,807.54588183
sz000408,20230811,20230810,15.80435073,15.80435073,24.25,807.54588183
sz000411,20230811,20230810,5.0545972,5.0545972,12.78,807.54588183
sz000422,20230811,20230810,10.57866712,10.57866712,12.32,807.54588183
sz000519,20230811,20230810,13.92558982,13.92558982,17.2,807.54588183
sz000524,20230811,20230810,6.70208597,6.70208597,10.92,807.54588183
sz000526,20230811,20230810,1.22124709,1.22124709,26.99,807.54588183
sz000532,20230811,20230810,3.4470834,3.4470834,11.86,807.54588183
sz000555,20230811,20230810,9.83653713,9.83653713,12.31,807.54588183
sz000581,20230811,20230810,8.30199793,8.30199793,17.13,807.54588183
sz000610,20230811,20230810,2.36747901,2.36747901,17.35,807.54588183
sz000625,20230811,20230810,82.77708223,82.77708223,14.96,807.54588183
sz000651,20230811,20230810,56.31405741,56.31405741,36.55,807.54588183
sz000657,20230811,20230810,13.97508114,13.97508114,10.08,807.54588183
sz000672,20230811,20230810,9.6939545,9.6939545,10,807.54588183
sz000681,20230811,20230810,7.00577436,7.00577436,17.1,807.54588183
sz000710,20230811,20230810,3.54605865,3.54605865,10.94,807.54588183
sz000719,20230811,20230810,10.23203749,10.23203749,12.37,807.54588183
sz000721,20230811,20230810,5.73914308,5.73914308,14.12,807.54588183
sz000722,20230811,20230810,4.64158282,4.64158282,11.88,807.54588183
sz000736,20230811,20230810,6.95433689,6.95433689,14.86,807.54588183
sz000756,20230811,20230810,4.79682835,4.79682835,21.92,807.54588183
sz000762,20230811,20230810,5.2117124,5.2117124,30.23,807.54588183
sz000768,20230811,20230810,27.81740071,27.81740071,25.06,807.54588183
sz000779,20230811,20230810,3.80095146,3.80095146,11.4,807.54588183
sz000799,20230811,20230810,3.2492898,3.2492898,102.87,807.54588183
sz000815,20230811,20230810,6.95263035,6.95263035,11.52,807.54588183
sz000818,20230811,20230810,6.79156,6.79156,32.84,807.54588183
sz000819,20230811,20230810,3.08081255,3.08081255,19.76,807.54588183
sz000821,20230811,20230810,6.22874778,6.22874778,18.19,807.54588183
sz000830,20230811,20230810,19.22577011,19.22577011,10.25,807.54588183
sz000837,20230811,20230810,10.09883039,10.09883039,12.91,807.54588183
sz000858,20230811,20230810,38.81608005,38.81608005,176.31,807.54588183
sz000860,20230811,20230810,7.41766989,7.41766989,27.6,807.54588183
sz000880,20230811,20230810,3.313206,3.313206,10.4,807.54588183
sz000885,20230811,20230810,6.42078255,6.42078255,12.45,807.54588183
sz000887,20230811,20230810,13.16489747,13.16489747,13.03,807.54588183
sz000888,20230811,20230810,5.26913102,5.26913102,10.86,807.54588183
sz000895,20230811,20230810,34.64661213,34.64661213,25.43,807.54588183
sz000911,20230811,20230810,4.00319818,4.00319818,10.01,807.54588183
sz000915,20230811,20230810,2.34331485,2.34331485,34.25,807.54588183
sz000935,20230811,20230810,7.63440333,7.63440333,18.21,807.54588183
sz000936,20230811,20230810,8.86012887,8.86012887,10.65,807.54588183
sz000938,20230811,20230810,28.60079874,28.60079874,27.27,807.54588183
sz000948,20230811,20230810,3.94360697,3.94360697,20.56,807.54588183
sz000957,20230811,20230810,5.92903936,5.92903936,11.13,807.54588183
sz000962,20230811,20230810,4.45826444,4.45826444,13.13,807.54588183
sz000977,20230811,20230810,14.72135122,14.72135122,47.49,807.54588183
sz000988,20230811,20230810,10.05502707,10.05502707,34.03,807.54588183
sz000993,20230811,20230810,4.57951455,4.57951455,10.75,807.54588183
sz001203,20230811,20230810,15.08021588,15.08021588,11.35,807.54588183
sz001207,20230811,20230810,2.02421464,2.02421464,15.91,807.54588183
sz001209,20230811,20230810,1.3152272,1.3152272,16.49,807.54588183
sz001210,20230811,20230810,1.08897692,1.08897692,22.4,807.54588183
sz001212,20230811,20230810,1.17871,1.17871,25.35,807.54588183
sz001223,20230811,20230810,0.6668,0.6668,78.68,807.54588183
sz001225,20230811,20230810,0.646668,0.646668,44.53,807.54588183
sz001228,20230811,20230810,1.03864609,1.03864609,39.65,807.54588183
sz001260,20230811,20230810,1.15,1.15,21.13,807.54588183
sz001266,20230811,20230810,1.03416,1.03416,26.67,807.54588183
sz001278,20230811,20230810,1.237334,1.237334,21.94,807.54588183
sz001287,20230811,20230810,7.59900097,7.59900097,26.34,807.54588183
sz001289,20230811,20230810,50.41934164,50.41934164,19.76,807.54588183
sz001298,20230811,20230810,1.392,1.392,23.23,807.54588183
sz001301,20230811,20230810,2.597746,2.597746,59.42,807.54588183
sz001308,20230811,20230810,6.80203875,6.80203875,25.28,807.54588183
sz001309,20230811,20230810,1.1224752,1.1224752,74.4,807.54588183
sz001311,20230811,20230810,1.83733334,1.83733334,50.68,807.54588183
sz001314,20230811,20230810,1.419991,1.419991,39.5,807.54588183
sz001317,20230811,20230810,0.8004,0.8004,37,807.54588183
sz001318,20230811,20230810,2.8266,2.8266,14.59,807.54588183
sz001328,20230811,20230810,1.721738,1.721738,35.21,807.54588183
sz001337,20230811,20230810,4.2,4.2,32.53,807.54588183
sz001338,20230811,20230810,5.01730834,5.01730834,17.63,807.54588183
sz001339,20230811,20230810,2.49157,2.49157,26.63,807.54588183
sz001360,20230811,20230810,2.04,2.04,18.13,807.54588183
sz001366,20230811,20230810,1.6068,1.6068,16.39,807.54588183
sz001367,20230811,20230810,0.68,0.68,50.09,807.54588183
sz001368,20230811,20230810,1.12,1.12,25.56,807.54588183
sz001872,20230811,20230810,23.19179231,23.19179231,16.49,807.54588183
sz002008,20230811,20230810,10.52185125,10.52185125,24.34,807.54588183
sz002009,20230811,20230810,3.80641934,3.80641934,12.76,807.54588183
sz002030,20230811,20230810,14.03446032,14.03446032,10,807.54588183
sz002036,20230811,20230810,10.68851596,10.68851596,10.71,807.54588183
sz002039,20230811,20230810,4.27558126,4.27558126,13.96,807.54588183
sz002041,20230811,20230810,8.8,8.8,16.19,807.54588183
sz002043,20230811,20230810,8.39806372,8.39806372,10.93,807.54588183
sz002045,20230811,20230810,4.68383913,4.68383913,13.61,807.54588183
sz002049,20230811,20230810,8.49618566,8.49618566,92.7,807.54588183
sz002053,20230811,20230810,9.20729464,9.20729464,11.35,807.54588183
sz002056,20230811,20230810,16.26712074,16.26712074,17.28,807.54588183
sz002066,20230811,20230810,2.31,2.31,11.61,807.54588183
sz002077,20230811,20230810,5.80348513,5.80348513,15.41,807.54588183
sz002079,20230811,20230810,8.07886616,8.07886616,12.47,807.54588183
sz002080,20230811,20230810,16.78123584,16.78123584,22.06,807.54588183
sz002090,20230811,20230810,4.04264936,4.04264936,11.39,807.54588183
sz002095,20230811,20230810,2.5272,2.5272,22.21,807.54588183
sz002101,20230811,20230810,5.28878866,5.28878866,18.28,807.54588183
sz002112,20230811,20230810,2.6208,2.6208,11.63,807.54588183
sz002116,20230811,20230810,4.28220696,4.28220696,12.41,807.54588183
sz002119,20230811,20230810,3.75284,3.75284,12.6,807.54588183
sz002123,20230811,20230810,8.0219628,8.0219628,15.6,807.54588183
sz002125,20230811,20230810,6.29481713,6.29481713,11.86,807.54588183
sz002129,20230811,20230810,40.42443902,40.42443902,28.83,807.54588183
sz002139,20230811,20230810,12.69535372,12.69535372,11.65,807.54588183
sz002150,20230811,20230810,3.56517053,3.56517053,16.1,807.54588183
sz002151,20230811,20230810,5.44159258,5.44159258,32.3,807.54588183
sz002153,20230811,20230810,27.29193841,27.29193841,13.92,807.54588183
sz002159,20230811,20230810,1.77301325,1.77301325,15.98,807.54588183
sz002163,20230811,20230810,8.44957867,8.44957867,10.25,807.54588183
sz002176,20230811,20230810,17.06325581,17.06325581,11.28,807.54588183
sz002184,20230811,20230810,3.5190837,3.5190837,14.26,807.54588183
sz002186,20230811,20230810,3.08463955,3.08463955,13.23,807.54588183
sz002189,20230811,20230810,2.61726953,2.61726953,15.67,807.54588183
sz002190,20230811,20230810,3.58729343,3.58729343,21.93,807.54588183
sz002192,20230811,20230810,2.59655203,2.59655203,60.32,807.54588183
sz002197,20230811,20230810,6.14362928,6.14362928,10.62,807.54588183
